The state associated with the return,The State Federal Information Processing System (FIPS) code,zipcode,Number of returns,Number of joint returns,Number of head of household returns,Number of individuals,Number of elderly returns,Adjusted gross income (AGI),Number of returns with total income, Total income amount ,Total Income Tax,Mean Income,agi_stub_count,note
CT,9,6354,2730,940,330,4880,720,171320,2730," 172,433 ",15406," 63,162.27 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6355,6980,2810,390,11510,3060,871391,6980," 885,355 ",130090," 126,841.69 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6357,6030,2260,450,9890,2820,639768,6030," 648,163 ",88288," 107,489.72 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6359,2670,1250,200,5000,920,264638,2670," 267,911 ",31998," 100,341.20 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6360,18340,4450,3200,30450,4450,1037266,18340," 1,045,474 ",96511," 57,005.13 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6365,2460,1040,210,4460,830,214747,2460," 216,653 ",24089," 88,070.33 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6370,3710,1520,330,6830,1070,309912,3710," 312,095 ",34281," 84,122.64 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6371,5220,2350,320,9260,2390,965003,5220," 979,335 ",173933," 187,612.07 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6374,3880,1360,430,6780,1040,248344,3880," 249,963 ",22221," 64,423.45 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6375,1990,700,220,3440,680,173235,1990," 174,528 ",19962," 87,702.51 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6377,1360,570,140,2530,340,99214,1360," 99,982 ",9602," 73,516.18 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6378,3000,1260,150,5030,1410,519677,3000," 529,160 ",97594," 176,386.67 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6379,4780,1670,430,7990,1580,429272,4780," 434,860 ",54831," 90,974.90 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6380,1580,240,380,2620,280,67840,1580," 68,216 ",5064," 43,174.68 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6382,5230,1740,620,8820,1650,345864,5230," 348,159 ",33016," 66,569.60 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6384,1450,600,120,2550,460,116673,1450," 117,820 ",13179," 81,255.17 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6385,8790,3250,680,14750,3290,884930,8790," 894,455 ",119486," 101,758.25 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6389,100,40,0,190,40,7266,100," 7,266 ",640," 72,660.00 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6401,9870,2470,1790,16640,2320,577732,9870," 581,314 ",53611," 58,897.06 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6403,3290,1340,290,5740,1100,297547,3290," 299,820 ",35460," 91,130.70 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6405,15720,5280,1240,25210,6340,1954537,15720," 1,983,561 ",308113," 126,180.73 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6409,390,120,30,630,180,34262,390," 34,662 ",4470," 88,876.92 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6410,13800,6480,860,26620,4740,2055944,13800," 2,085,041 ",353729," 151,089.93 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6412,2030,860,110,3410,870,234118,2030," 237,926 ",33817," 117,204.93 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6413,7150,2760,530,12100,2580,692499,7150," 702,284 ",94266," 98,221.54 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6415,8520,3510,680,15340,2610,828276,8520," 836,398 ",102859," 98,168.78 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6416,8040,2940,650,13780,2710,902008,8040," 912,322 ",128202," 113,472.89 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6417,2410,890,180,4010,850,244592,2410," 248,280 ",34977," 103,020.75 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6418,6600,1630,1090,10760,1710,425386,6600," 428,534 ",43517," 64,929.39 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6419,3310,1620,130,6040,1340,431163,3310," 437,080 ",66111," 132,048.34 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6420,2200,1040,140,4150,680,239560,2200," 242,044 ",31086," 110,020.00 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6422,3750,1740,210,6940,1250,532260,3750," 538,766 ",88287," 143,670.93 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6423,2610,1190,170,4650,970,307612,2610," 311,260 ",43611," 119,256.70 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6424,6650,2750,480,11940,2170,693590,6650," 701,355 ",92799," 105,466.92 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6426,1930,860,70,3140,1090,433610,1930," 441,320 ",84057," 228,663.21 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6437,11250,5260,720,21210,4670,1890874,11250," 1,926,483 ",333150," 171,242.93 ",6,Sum of all income groups (agi_stubs 1-6)
CT,9,6438,1400,610,70,2450,480,178233,1400," 180,067 ",29160," 128,619.29 ",6,Sum of all income groups (agi_stubs 1-6)
